Date,Open,High,Low,Close,Adj Close,Volume
2021-12-15,165.270004,166.399994,163.800003,166.149994,166.149994,14231200
2021-12-16,167.009995,168.179993,166.940002,168.160004,168.160004,11186200
2021-12-17,168.729996,169.130005,167.779999,167.800003,167.800003,9856900
2021-12-20,167.880005,168.000000,167.059998,167.089996,167.089996,6973000
2021-12-21,167.690002,167.779999,166.740005,167.020004,167.020004,4548500
2021-12-22,167.580002,168.639999,167.110001,168.589996,168.589996,4672900
2021-12-23,168.690002,169.160004,168.009995,168.970001,168.970001,4551100
2021-12-27,168.960007,169.419998,168.779999,169.369995,169.369995,4760300
2021-12-28,169.330002,169.649994,168.619995,168.639999,168.639999,4541900
2021-12-29,167.360001,168.690002,167.279999,168.589996,168.589996,5889700
2021-12-30,168.429993,169.809998,168.369995,169.800003,169.800003,5426300
2021-12-31,170.529999,171.039993,170.039993,170.960007,170.960007,7039300
2022-01-03,168.860001,169.009995,168.000000,168.330002,168.330002,9014400
2022-01-04,168.899994,169.720001,168.729996,169.570007,169.570007,6965600
2022-01-05,170.619995,170.929993,168.899994,169.059998,169.059998,8715600
2022-01-06,167.160004,167.750000,166.860001,166.990005,166.990005,10902700
2022-01-07,167.369995,168.009995,166.860001,167.750000,167.750000,8191900
2022-01-10,167.360001,168.300003,167.309998,168.259995,168.259995,7026500
2022-01-11,168.440002,170.309998,168.369995,170.289993,170.289993,8369000
2022-01-12,170.190002,170.750000,170.009995,170.740005,170.740005,6280700
2022-01-13,170.089996,170.220001,169.270004,170.160004,170.160004,7034200
2022-01-14,170.220001,170.559998,169.479996,169.669998,169.669998,7865900
2022-01-18,169.639999,170.009995,169.089996,169.389999,169.389999,9322800
2022-01-19,170.389999,172.190002,170.199997,172.080002,172.080002,15784500
2022-01-20,172.309998,172.600006,171.589996,171.649994,171.649994,9570500
2022-01-21,172.039993,172.119995,170.740005,171.089996,171.089996,10982500
2022-01-24,171.779999,172.139999,170.850006,172.029999,172.029999,15727700
2022-01-25,171.949997,173.149994,171.779999,172.580002,172.580002,17382100
2022-01-26,171.389999,171.729996,169.479996,169.789993,169.789993,17799400
2022-01-27,168.020004,169.089996,167.330002,167.600006,167.600006,15867300
2022-01-28,166.559998,167.460007,166.369995,167.100006,167.100006,9782500
2022-01-31,167.789993,168.139999,167.460007,168.089996,168.089996,8539300
2022-02-01,168.570007,168.850006,167.869995,168.229996,168.229996,9763900
2022-02-02,168.339996,169.119995,168.160004,168.839996,168.839996,9085300
2022-02-03,168.309998,168.820007,167.029999,168.600006,168.600006,10650800
2022-02-04,168.039993,169.100006,167.990005,168.860001,168.860001,9619600
2022-02-07,169.449997,170.300003,169.190002,170.110001,170.110001,7796900
2022-02-08,170.100006,170.779999,169.949997,170.630005,170.630005,5802000
2022-02-09,170.679993,171.419998,170.550003,171.210007,171.210007,8002800
2022-02-10,170.520004,171.990005,170.460007,170.559998,170.559998,10693500
2022-02-11,170.750000,174.199997,170.710007,173.809998,173.809998,25741500
2022-02-14,173.779999,175.000000,173.679993,174.740005,174.740005,13650700
2022-02-15,173.100006,173.339996,172.389999,173.080002,173.080002,12603600
2022-02-16,173.490005,174.860001,173.479996,174.860001,174.860001,12772100
2022-02-17,176.699997,177.529999,176.389999,177.250000,177.250000,18612500
2022-02-18,177.070007,177.250000,176.509995,177.119995,177.119995,12760700
2022-02-22,177.669998,178.070007,176.820007,177.490005,177.490005,14960500
2022-02-23,177.389999,178.389999,177.360001,178.289993,178.289993,11772200
2022-02-24,182.589996,182.600006,175.270004,177.139999,177.139999,32726000
2022-02-25,176.419998,176.789993,175.789993,176.550003,176.550003,11530900
2022-02-28,178.860001,178.990005,176.500000,178.380005,178.380005,16055800
2022-03-01,179.050003,181.759995,179.029999,181.619995,181.619995,21942100
2022-03-02,180.130005,180.710007,178.789993,179.729996,179.729996,19727200
2022-03-03,179.960007,181.300003,179.500000,180.800003,180.800003,15164400
2022-03-04,182.110001,183.979996,181.360001,183.679993,183.679993,22390100
2022-03-07,184.449997,186.639999,184.220001,186.410004,186.410004,27951800
2022-03-08,188.350006,193.300003,188.259995,191.509995,191.509995,47347700
2022-03-09,186.039993,187.229996,184.759995,185.820007,185.820007,26839700
2022-03-10,186.880005,187.380005,184.990005,186.399994,186.399994,18455200
2022-03-11,183.740005,185.779999,183.440002,185.089996,185.089996,14824700
2022-03-14,183.029999,183.289993,181.949997,182.300003,182.300003,13186400
2022-03-15,179.100006,180.270004,178.009995,178.889999,178.889999,16962300
2022-03-16,179.130005,180.119995,176.869995,180.009995,180.009995,17548100
2022-03-17,181.160004,182.029999,180.649994,180.889999,180.889999,10954100
2022-03-18,179.929993,180.929993,179.039993,179.300003,179.300003,13996500
2022-03-21,179.330002,181.289993,179.320007,180.669998,180.669998,10582200
2022-03-22,179.600006,179.710007,178.320007,179.360001,179.360001,9621800
2022-03-23,180.289993,181.889999,179.759995,181.809998,181.809998,12557300
2022-03-24,182.350006,183.509995,181.770004,183.130005,183.130005,10970100
2022-03-25,181.809998,183.130005,181.350006,182.380005,182.380005,7911100
2022-03-28,180.380005,181.330002,178.850006,179.059998,179.059998,9489700
2022-03-29,177.020004,179.330002,176.690002,179.139999,179.139999,10458900
2022-03-30,179.759995,180.919998,179.679993,180.580002,180.580002,8361300
2022-03-31,180.910004,181.960007,180.559998,180.649994,180.649994,9844400
2022-04-01,179.550003,180.460007,178.979996,179.500000,179.500000,13034400
2022-04-04,180.240005,180.809998,179.580002,180.369995,180.369995,7063100
2022-04-05,180.910004,181.490005,178.929993,179.240005,179.240005,10828500
2022-04-06,179.779999,180.309998,178.699997,179.660004,179.660004,8942100
2022-04-07,179.869995,180.880005,179.800003,180.339996,180.339996,10140600
2022-04-08,180.520004,181.820007,180.520004,181.470001,181.470001,10655700
2022-04-11,183.169998,183.330002,181.110001,182.369995,182.369995,10071300
2022-04-12,184.039993,184.639999,182.960007,183.770004,183.770004,12024600
2022-04-13,184.500000,184.940002,184.130005,184.649994,184.649994,8651600
2022-04-14,184.279999,184.410004,182.880005,184.039993,184.039993,11567200
2022-04-18,185.949997,186.100006,184.389999,184.610001,184.610001,8886700
2022-04-19,183.190002,183.649994,181.330002,181.820007,181.820007,12585600
2022-04-20,181.589996,182.720001,181.350006,182.710007,182.710007,7038600
2022-04-21,181.770004,182.320007,180.779999,182.059998,182.059998,9639800
2022-04-22,180.720001,181.610001,179.740005,180.289993,180.289993,9147000
2022-04-25,177.169998,177.509995,176.479996,177.050003,177.050003,13073700
2022-04-26,177.949997,178.300003,176.919998,177.320007,177.320007,9042400
2022-04-27,176.460007,176.639999,175.500000,175.979996,175.979996,8854700
2022-04-28,175.919998,176.970001,175.690002,176.929993,176.929993,6381100
2022-04-29,178.070007,178.619995,176.710007,176.910004,176.910004,7719700
2022-05-02,173.610001,174.649994,172.979996,173.630005,173.630005,14318600
2022-05-03,173.889999,175.210007,173.850006,174.089996,174.089996,7214300
2022-05-04,174.320007,176.350006,173.669998,175.800003,175.800003,10491700
2022-05-05,177.559998,177.610001,174.660004,175.130005,175.130005,12794200
2022-05-06,175.389999,176.559998,174.860001,175.419998,175.419998,7643300
2022-05-09,174.270004,174.270004,172.789993,172.880005,172.880005,10742400
2022-05-10,173.800003,173.960007,171.199997,171.419998,171.419998,11010400
2022-05-11,172.509995,173.320007,172.199997,172.820007,172.820007,9179600
2022-05-12,172.070007,172.399994,169.899994,170.169998,170.169998,11626800
2022-05-13,168.309998,169.619995,168.009995,168.789993,168.789993,13031100
2022-05-16,168.429993,170.429993,168.339996,170.399994,170.399994,7319300
2022-05-17,170.440002,170.529999,169.139999,169.330002,169.330002,6441100
2022-05-18,169.009995,170.210007,168.809998,169.419998,169.419998,7472900
2022-05-19,171.550003,172.520004,170.889999,171.910004,171.910004,10580300
2022-05-20,171.710007,172.240005,170.889999,172.029999,172.029999,6578100
2022-05-23,173.130005,173.380005,172.279999,172.830002,172.830002,5518500
2022-05-24,173.470001,174.410004,173.350006,174.130005,174.130005,6794000
2022-05-25,172.789993,173.160004,171.729996,173.080002,173.080002,4595900
2022-05-26,172.130005,172.929993,171.759995,172.759995,172.759995,6467000
2022-05-27,173.490005,173.520004,172.639999,172.850006,172.850006,3847900
2022-05-31,172.710007,173.070007,171.080002,171.139999,171.139999,6244000
2022-06-01,172.210007,172.529999,171.389999,172.229996,172.229996,6946500
2022-06-02,173.660004,174.449997,173.490005,174.350006,174.350006,5623100
2022-06-03,173.529999,173.970001,172.250000,172.580002,172.580002,5519400
2022-06-06,172.809998,172.889999,171.649994,171.820007,171.820007,3766000
2022-06-07,172.110001,173.050003,171.990005,172.940002,172.940002,3860000
2022-06-08,172.889999,173.449997,172.669998,172.779999,172.779999,5140800
2022-06-09,172.449997,172.589996,171.580002,172.229996,172.229996,4701100
2022-06-10,170.889999,174.940002,170.460007,174.539993,174.539993,16856100
2022-06-13,171.179993,171.339996,169.610001,169.929993,169.929993,13265200
2022-06-14,169.610001,169.729996,168.300003,168.570007,168.570007,7347900
2022-06-15,170.399994,171.839996,169.080002,170.770004,170.770004,9000300
2022-06-16,170.559998,172.770004,170.169998,172.690002,172.690002,8823600
2022-06-17,172.149994,172.300003,170.970001,171.270004,171.270004,7407200
2022-06-21,171.059998,171.910004,170.470001,170.630005,170.630005,5608500
2022-06-22,171.610001,172.300003,171.100006,171.309998,171.309998,6558700
2022-06-23,171.389999,172.130005,169.899994,170.259995,170.259995,6535300
2022-06-24,170.240005,170.740005,169.850006,170.089996,170.089996,6143100
2022-06-27,170.600006,170.669998,169.750000,169.899994,169.899994,5719700
2022-06-28,170.070007,170.210007,169.509995,169.619995,169.619995,2982700
2022-06-29,170.580002,170.699997,169.169998,169.490005,169.490005,4785600
2022-06-30,169.509995,169.960007,168.240005,168.460007,168.460007,9144400
2022-07-01,167.139999,168.679993,166.960007,168.320007,168.320007,11380300
2022-07-05,167.179993,167.330002,164.410004,164.750000,164.750000,14035400
2022-07-06,164.320007,164.570007,161.470001,162.139999,162.139999,11861100
2022-07-07,162.429993,163.039993,162.059998,162.229996,162.229996,4588400
2022-07-08,162.350006,163.380005,161.839996,162.300003,162.300003,4584100
2022-07-11,161.929993,162.440002,161.380005,161.429993,161.429993,4321700
2022-07-12,161.220001,161.619995,160.720001,160.830002,160.830002,5375100
2022-07-13,160.100006,162.710007,160.059998,161.600006,161.600006,8456600
2022-07-14,159.020004,159.830002,158.220001,159.330002,159.330002,12213600
2022-07-15,159.009995,159.250000,158.350006,159.009995,159.009995,6783800
2022-07-18,160.080002,160.429993,159.050003,159.160004,159.160004,5791800
2022-07-19,159.470001,159.869995,159.330002,159.539993,159.539993,3796200
2022-07-20,159.710007,159.820007,158.029999,158.039993,158.039993,4795800
2022-07-21,158.309998,160.309998,158.270004,160.270004,160.270004,5863300
2022-07-22,160.550003,162.130005,160.350006,160.669998,160.669998,5733800
2022-07-25,160.639999,160.699997,159.809998,160.229996,160.229996,3713400
2022-07-26,160.229996,160.500000,159.789993,160.039993,160.039993,2672800
2022-07-27,160.020004,162.210007,159.509995,161.669998,161.669998,5766100
2022-07-28,163.309998,163.759995,162.880005,163.639999,163.639999,5606400
2022-07-29,163.889999,164.690002,163.279999,164.100006,164.100006,7537300
2022-08-01,164.979996,165.410004,164.410004,165.029999,165.029999,4666900
2022-08-02,165.660004,166.460007,164.020004,164.050003,164.050003,5725400
2022-08-03,164.770004,164.910004,163.479996,164.449997,164.449997,4417800
2022-08-04,165.529999,167.309998,165.339996,167.169998,167.169998,5502000
2022-08-05,164.990005,165.839996,164.869995,165.289993,165.289993,6023300
2022-08-08,166.029999,166.809998,165.929993,166.690002,166.690002,3456300
2022-08-09,167.479996,167.800003,166.820007,167.199997,167.199997,3205500
2022-08-10,167.389999,167.979996,166.619995,166.779999,166.779999,4077300
2022-08-11,167.160004,167.660004,166.309998,166.339996,166.339996,4446000
2022-08-12,167.169998,167.940002,166.830002,167.869995,167.869995,5151700
2022-08-15,165.990005,166.250000,165.440002,165.710007,165.710007,5236100
2022-08-16,165.309998,165.720001,165.179993,165.419998,165.419998,4291500
2022-08-17,165.210007,165.229996,163.949997,164.350006,164.350006,5569100
2022-08-18,164.600006,164.910004,163.539993,163.919998,163.919998,3646100
2022-08-19,163.649994,163.740005,162.619995,162.720001,162.720001,8173000
2022-08-22,161.660004,162.119995,161.360001,161.639999,161.639999,4458100
2022-08-23,161.960007,163.429993,161.910004,162.770004,162.770004,4425100
2022-08-24,162.440002,163.610001,162.369995,163.250000,163.250000,3202400
2022-08-25,163.970001,163.990005,163.240005,163.750000,163.750000,2857500
2022-08-26,163.119995,163.610001,161.550003,161.759995,161.759995,6689300
2022-08-29,161.880005,162.619995,161.699997,161.860001,161.860001,4702300
2022-08-30,161.270004,161.429993,160.339996,160.509995,160.509995,4856600
2022-08-31,159.500000,160.570007,159.259995,159.270004,159.270004,5438600
2022-09-01,158.169998,158.389999,157.320007,157.869995,157.869995,7390800
2022-09-02,159.350006,160.059998,159.139999,159.259995,159.259995,5195900
2022-09-06,159.169998,159.460007,158.320007,158.330002,158.330002,4863800
2022-09-07,158.149994,160.149994,158.080002,159.940002,159.940002,3981400
2022-09-08,159.539993,159.860001,158.710007,158.979996,158.979996,4607100
2022-09-09,159.720001,160.240005,159.410004,159.820007,159.820007,3926300
2022-09-12,161.039993,161.619995,160.550003,160.630005,160.630005,4537500
2022-09-13,158.470001,159.270004,158.389999,158.539993,158.539993,6526400
2022-09-14,158.679993,158.979996,157.729996,157.929993,157.929993,6091100
2022-09-15,156.759995,157.490005,154.619995,154.979996,154.979996,13181200
2022-09-16,154.660004,156.559998,154.339996,155.839996,155.839996,7140200
2022-09-19,154.869995,156.039993,154.815002,155.960007,155.960007,5003757
